Designator,Val,Package,Mid X, Mid Y,Rotation,Layer
"C1","100n","C_0402_1005Metric",138.650000,-126.400000,90.000000,top
"C2","100n","C_0402_1005Metric",141.000000,-139.825000,-90.000000,top
"C3","100n","C_0402_1005Metric",139.700000,-127.000000,90.000000,top
"C4","100n","C_0402_1005Metric",134.650000,-130.750000,180.000000,top
"C5","100n","C_0402_1005Metric",144.550000,-135.175000,-90.000000,top
"C6","100n","C_0402_1005Metric",135.200000,-135.200000,-90.000000,top
"C7","100n","C_0402_1005Metric",140.000000,-139.825000,-90.000000,top
"C8","100n","C_0402_1005Metric",144.550000,-130.812500,-90.000000,top
"C9","100n","C_0402_1005Metric",144.550000,-128.912500,90.000000,top
"C10","1u","C_0402_1005Metric",143.950000,-127.012500,90.000000,top
"C11","100n","C_0402_1005Metric",135.350000,-72.650000,-90.000000,top
"C12","100n","C_0402_1005Metric",153.400000,-72.650000,-90.000000,top
"C13","1u","C_0402_1005Metric",142.900000,-127.000000,90.000000,top
"C14","100n","C_0402_1005Metric",146.050000,-69.670000,90.000000,top
"C15","1u","C_0402_1005Metric",148.080000,-128.850000,0.000000,top
"C16","1u","C_0402_1005Metric",145.000000,-127.025000,90.000000,top
"C17","100n","C_0402_1005Metric",134.150000,-125.050000,90.000000,top
"C18","15p","C_0402_1005Metric",136.700000,-138.375000,0.000000,top
"C19","15p","C_0402_1005Metric",139.000000,-141.775000,-90.000000,top
"C101","100n","C_0402_1005Metric",155.750000,-140.200000,-90.000000,top
"C102","100n","C_0402_1005Metric",152.950000,-126.920000,90.000000,top
"C103","100n","C_0402_1005Metric",154.700000,-139.600000,-90.000000,top
"C104","100n","C_0402_1005Metric",159.750000,-135.850000,0.000000,top
"C105","100n","C_0402_1005Metric",149.280000,-132.050000,180.000000,top
"C106","100n","C_0402_1005Metric",160.330000,-131.900000,0.000000,top
"C107","100n","C_0402_1005Metric",153.950000,-126.920000,90.000000,top
"C108","100n","C_0402_1005Metric",149.850000,-135.825000,90.000000,top
"C109","100n","C_0402_1005Metric",149.850000,-137.725000,-90.000000,top
"C110","1u","C_0402_1005Metric",150.500000,-139.625000,-90.000000,top
"C113","1u","C_0402_1005Metric",151.500000,-139.570000,-90.000000,top
"C117","100n","C_0402_1005Metric",160.250000,-141.550000,-90.000000,top
"C118","15p","C_0402_1005Metric",157.700000,-128.225000,180.000000,top
"C119","15p","C_0402_1005Metric",155.000000,-125.175000,90.000000,top
"C201","100u","CP_EIA-3528-21_Kemet-B",116.500000,-100.000000,90.000000,top
"C202","100u","CP_EIA-3528-21_Kemet-B",132.500000,-100.000000,90.000000,top
"C203","100u","CP_EIA-3528-21_Kemet-B",148.500000,-100.000000,90.000000,top
"C204","100u","CP_EIA-3528-21_Kemet-B",164.500000,-100.000000,90.000000,top
"C205","10u","C_0402_1005Metric",146.150000,-123.500000,180.000000,top
"C206","10u","C_0402_1005Metric",148.400000,-123.500000,0.000000,top
"C207","10u","C_0402_1005Metric",143.600000,-123.500000,180.000000,top
"J1","AudioJack4","C136687",124.311923,-68.584001,-45.000000,top
"J2","AudioJack4","C136687",171.688077,-68.584001,-135.000000,top
"J3","AudioJack4","C136687",139.000000,-62.500000,-90.000000,top
"J4","AudioJack4","C136687",157.000000,-62.500000,-90.000000,top
"J5","AudioJack4","C136687",124.311923,-141.415999,45.000000,top
"J6","AudioJack4","C136687",111.584001,-128.688077,45.000000,top
"J7","AudioJack4","C136687",105.500000,-114.000000,0.000000,top
"J8","AudioJack4","C136687",105.500000,-96.000000,0.000000,top
"J9","AudioJack4","C136687",111.584001,-81.311923,-45.000000,top
"J10","AudioJack4","C136687",184.415999,-81.311923,-135.000000,top
"J11","AudioJack4","C136687",190.500000,-96.000000,180.000000,top
"J12","AudioJack4","C136687",190.500000,-114.000000,180.000000,top
"J13","AudioJack4","C136687",184.415999,-128.688077,135.000000,top
"J14","AudioJack4","C136687",171.688077,-141.415999,135.000000,top
"R1","470","R_0402_1005Metric",131.386520,-142.828492,-45.000000,top
"R2","470","R_0402_1005Metric",110.948677,-121.683280,-135.000000,top
"R3","27","R_0402_1005Metric",140.750000,-127.000000,-90.000000,top
"R4","27","R_0402_1005Metric",141.830000,-127.000000,-90.000000,top
"R5","10k","R_0402_1005Metric",134.700000,-129.600000,0.000000,top
"R6","470","R_0402_1005Metric",118.658598,-130.100570,-45.000000,top
"R7","1k","R_0402_1005Metric",139.000000,-139.875000,90.000000,top
"R8","470","R_0402_1005Metric",110.003898,-108.597619,180.000000,top
"R9","470","R_0402_1005Metric",109.503713,-120.001279,-90.000000,top
"R10","470","R_0402_1005Metric",111.150000,-90.650000,180.000000,top
"R11","470","R_0402_1005Metric",109.503713,-102.001279,-90.000000,top
"R12","470","R_0402_1005Metric",118.300000,-80.400000,135.000000,top
"R13","470","R_0402_1005Metric",113.200000,-88.900000,180.000000,top
"R14","470","R_0402_1005Metric",185.051323,-88.316720,45.000000,top
"R15","4.7k","R_0402_1005Metric",134.750000,-79.500000,0.000000,top
"R16","4.7k","R_0402_1005Metric",152.350000,-72.660000,-90.000000,top
"R17","470","R_0402_1005Metric",123.676599,-134.411202,-135.000000,top
"R18","470","R_0402_1005Metric",177.341402,-79.899430,135.000000,top
"R19","470","R_0402_1005Metric",185.996287,-101.401279,0.000000,top
"R20","470","R_0402_1005Metric",186.496287,-89.998721,90.000000,top
"R21","470","R_0402_1005Metric",186.000000,-119.400000,0.000000,top
"R22","470","R_0402_1005Metric",186.496287,-107.998721,90.000000,top
"R23","470","R_0402_1005Metric",177.411202,-129.323401,-45.000000,top
"R24","470","R_0402_1005Metric",185.828492,-121.613480,45.000000,top
"R25","470","R_0402_1005Metric",164.350000,-140.350000,-90.000000,top
"R26","470","R_0402_1005Metric",173.100570,-134.341402,45.000000,top
"R101","5.1k","R_0402_1005Metric",150.700000,-147.000000,0.000000,top
"R102","5.1k","R_0402_1005Metric",146.700000,-146.500000,90.000000,top
"R103","27","R_0402_1005Metric",153.650000,-139.600000,90.000000,top
"R104","27","R_0402_1005Metric",152.570000,-139.600000,90.000000,top
"R105","10k","R_0402_1005Metric",159.700000,-137.000000,180.000000,top
"R106","1k","R_0402_1005Metric",159.350000,-144.250000,180.000000,top
"R107","1k","R_0402_1005Metric",155.000000,-127.125000,-90.000000,top
"SW102","SW_Push","SW_SPST_B3U-1000P",155.250000,-144.250000,0.000000,top
"U1","SL2.1A","SOP-16_3.9x9.9mm_P1.27mm",146.000000,-118.850000,180.000000,top
"U2","MCP4651","TSSOP-14",139.000000,-75.000000,0.000000,top
"U3","RP2040","RP2040-QFN-56",139.900000,-133.700000,0.000000,top
"U4","TLV73333PDBV","SOT-23-5",147.450000,-126.475000,0.000000,top
"U5","W25Q128JVS","8-USON",136.000000,-126.950000,0.000000,top
"U6","MCP4651","TSSOP-14",157.000000,-75.000000,0.000000,top
"U7","MCP4651","TSSOP-14",148.000000,-75.000000,0.000000,top
"U8","PC817","SOP-4-1.27mm",119.010343,-138.230489,-135.000000,top
"U9","PC817","SOP-4-1.27mm",127.497433,-146.717579,-135.000000,top
"U10","PC817","SOP-4-1.27mm",106.282421,-125.502567,-135.000000,top
"U11","PC817","SOP-4-1.27mm",114.769511,-133.989657,-135.000000,top
"U12","PC817","SOP-4-1.27mm",104.003713,-107.998721,180.000000,top
"U13","PC817","SOP-4-1.27mm",104.003713,-120.001279,180.000000,top
"U14","PC817","SOP-4-1.27mm",104.003713,-89.998721,180.000000,top
"U15","PC817","SOP-4-1.27mm",104.003713,-102.001279,180.000000,top
"U16","PC817","SOP-4-1.27mm",114.769511,-76.010343,135.000000,top
"U17","PC817","SOP-4-1.27mm",106.282421,-84.497433,135.000000,top
"U18","PC817","SOP-4-1.27mm",189.717579,-84.497433,45.000000,top
"U19","PC817","SOP-4-1.27mm",181.230489,-76.010343,45.000000,top
"U20","PC817","SOP-4-1.27mm",191.996287,-102.001279,0.000000,top
"U21","PC817","SOP-4-1.27mm",191.996287,-89.998721,0.000000,top
"U22","PC817","SOP-4-1.27mm",192.000000,-120.000000,0.000000,top
"U23","PC817","SOP-4-1.27mm",191.996287,-107.998721,0.000000,top
"U24","PC817","SOP-4-1.27mm",181.230489,-133.989657,-45.000000,top
"U25","PC817","SOP-4-1.27mm",189.717579,-125.502567,-45.000000,top
"U26","PC817","SOP-4-1.27mm",168.502567,-146.717579,-45.000000,top
"U27","PC817","SOP-4-1.27mm",176.989657,-138.230489,-45.000000,top
"U103","RP2040","RP2040-QFN-56",154.500000,-132.900000,180.000000,top
"U105","W25Q128JVS","8-USON",158.400000,-139.650000,180.000000,top
"USB1","USB_A","C2689978",124.000000,-105.000000,180.000000,top
"USB2","USB_A","C2689978",140.000000,-105.000000,180.000000,top
"USB3","USB_A","C2689978",156.000000,-105.000000,180.000000,top
"USB4","USB_A","C2689978",172.000000,-105.000000,180.000000,top
"USB101","HRO-TYPE-C-31-M-12","HRO-TYPE-C-31-M-12-Assembly",148.000000,-151.216000,0.000000,top
"Y1","Crystal_GND24","Crystal_SMD_2520-4Pin_2.5x2.0mm",136.950000,-140.625000,-90.000000,top
"Y101","Crystal_GND24","Crystal_SMD_2520-4Pin_2.5x2.0mm",157.050000,-125.975000,90.000000,top
