Designator,Val,Package,Mid X, Mid Y,Rotation,Layer
"C1","100n","C_0402_1005Metric",134.400000,-91.075000,90.000000,top
"C2","100n","C_0402_1005Metric",136.750000,-104.500000,-90.000000,top
"C3","100n","C_0402_1005Metric",135.450000,-91.675000,90.000000,top
"C4","100n","C_0402_1005Metric",131.000000,-96.680966,-90.000000,top
"C5","100n","C_0402_1005Metric",140.300000,-99.850000,-90.000000,top
"C6","100n","C_0402_1005Metric",130.950000,-99.875000,-90.000000,top
"C7","100n","C_0402_1005Metric",135.750000,-104.500000,-90.000000,top
"C8","100n","C_0402_1005Metric",140.300000,-95.487500,-90.000000,top
"C9","100n","C_0402_1005Metric",140.300000,-93.587500,90.000000,top
"C10","1u","C_0402_1005Metric",139.700000,-91.687500,90.000000,top
"C13","1u","C_0402_1005Metric",138.650000,-91.675000,90.000000,top
"C15","1u","C_0402_1005Metric",145.750000,-92.450000,-90.000000,top
"C16","1u","C_0402_1005Metric",140.750000,-91.700000,90.000000,top
"C17","100n","C_0402_1005Metric",131.050000,-89.180966,90.000000,top
"C18","15p","C_0402_1005Metric",132.450000,-103.050000,0.000000,top
"C19","15p","C_0402_1005Metric",134.750000,-106.450000,-90.000000,top
"C101","100n","C_0402_1005Metric",149.600000,-104.875000,-90.000000,top
"C102","100n","C_0402_1005Metric",146.800000,-91.595000,90.000000,top
"C103","100n","C_0402_1005Metric",148.550000,-104.275000,-90.000000,top
"C104","100n","C_0402_1005Metric",153.030000,-99.345000,90.000000,top
"C105","100n","C_0402_1005Metric",143.680000,-96.100000,90.000000,top
"C106","100n","C_0402_1005Metric",153.030000,-96.075000,90.000000,top
"C107","100n","C_0402_1005Metric",147.800000,-91.595000,90.000000,top
"C108","100n","C_0402_1005Metric",143.700000,-100.500000,90.000000,top
"C109","100n","C_0402_1005Metric",143.700000,-102.400000,-90.000000,top
"C110","1u","C_0402_1005Metric",144.350000,-104.300000,-90.000000,top
"C113","1u","C_0402_1005Metric",145.350000,-104.245000,-90.000000,top
"C117","100n","C_0402_1005Metric",153.030000,-106.795000,-90.000000,top
"C118","15p","C_0402_1005Metric",151.550000,-92.900000,180.000000,top
"C119","15p","C_0402_1005Metric",148.850000,-89.850000,90.000000,top
"C201","100u","CP_EIA-3528-21_Kemet-B",147.000000,-32.000000,0.000000,top
"C202","100u","CP_EIA-3528-21_Kemet-B",147.000000,-48.000000,0.000000,top
"C203","100u","CP_EIA-3528-21_Kemet-B",147.000000,-64.000000,0.000000,top
"C204","100u","CP_EIA-3528-21_Kemet-B",147.000000,-80.000000,0.000000,top
"C205","10u","C_0402_1005Metric",142.950000,-83.900000,-90.000000,top
"C206","10u","C_0402_1005Metric",142.950000,-81.650000,90.000000,top
"C207","10u","C_0402_1005Metric",142.950000,-86.450000,-90.000000,top
"R3","27","R_0402_1005Metric",136.500000,-91.675000,-90.000000,top
"R4","27","R_0402_1005Metric",137.580000,-91.675000,-90.000000,top
"R5","10k","R_0402_1005Metric",131.000000,-94.730966,90.000000,top
"R7","1k","R_0402_1005Metric",134.750000,-104.550000,90.000000,top
"R101","5.1k","R_0402_1005Metric",144.700000,-108.000000,0.000000,top
"R102","5.1k","R_0402_1005Metric",140.700000,-107.500000,90.000000,top
"R103","27","R_0402_1005Metric",147.500000,-104.275000,90.000000,top
"R104","27","R_0402_1005Metric",146.420000,-104.275000,90.000000,top
"R105","10k","R_0402_1005Metric",153.030000,-101.245000,-90.000000,top
"R106","1k","R_0402_1005Metric",153.250000,-87.200000,90.000000,top
"R107","1k","R_0402_1005Metric",148.850000,-91.800000,-90.000000,top
"SW102","SW_Push","SW_SPST_B3U-1000P",149.950000,-84.650000,0.000000,top
"U1","SL2.1A","SOP-16_3.9x9.9mm_P1.27mm",138.300000,-84.050000,-90.000000,top
"U3","RP2040","RP2040-QFN-56",135.650000,-98.375000,0.000000,top
"U4","TLV73333PDBV","SOT-23-5",143.200000,-91.150000,0.000000,top
"U5","W25Q128JVS","8-USON",131.800000,-91.930966,0.000000,top
"U103","RP2040","RP2040-QFN-56",148.350000,-97.575000,180.000000,top
"U105","W25Q128JVS","8-USON",152.230000,-104.045000,180.000000,top
"USB1","USB_A","C2689978",142.000000,-26.000000,90.000000,top
"USB2","USB_A","C2689978",142.000000,-42.000000,90.000000,top
"USB3","USB_A","C2689978",142.000000,-58.000000,90.000000,top
"USB4","USB_A","C2689978",142.000000,-74.000000,90.000000,top
"USB101","HRO-TYPE-C-31-M-12","HRO-TYPE-C-31-M-12-Assembly",142.000000,-112.216000,0.000000,top
"Y1","Crystal_GND24","Crystal_SMD_2520-4Pin_2.5x2.0mm",132.700000,-105.300000,-90.000000,top
"Y101","Crystal_GND24","Crystal_SMD_2520-4Pin_2.5x2.0mm",150.900000,-90.650000,90.000000,top
